"session.p_id","session.pilot","session.complete","session.time_started","session.current_time","session.num_restarts","session.language","session.user_info","BDS.q1.raw","BDS.q1.correct_answer","BDS.q1.correct","BDS.q2.raw","BDS.q2.correct_answer","BDS.q2.correct","BDS.q3.raw","BDS.q3.correct_answer","BDS.q3.correct","BDS.q4.raw","BDS.q4.correct_answer","BDS.q4.correct","BDS.q5.raw","BDS.q5.correct_answer","BDS.q5.correct","BDS.q6.raw","BDS.q6.correct_answer","BDS.q6.correct","BDS.q7.raw","BDS.q7.correct_answer","BDS.q7.correct","BDS.q8.raw","BDS.q8.correct_answer","BDS.q8.correct","BDS.q9.raw","BDS.q9.correct_answer","BDS.q9.correct","BDS.q10.raw","BDS.q10.correct_answer","BDS.q10.correct","BDS.q11.raw","BDS.q11.correct_answer","BDS.q11.correct","BDS.q12.raw","BDS.q12.correct_answer","BDS.q12.correct","BDS.score","BDS.num_questions","JAJ.q1_hand_1.type","JAJ.q1_hand_1.item_id","JAJ.q1_hand_1.raw","JAJ.q1_hand_1.correct_answer","JAJ.q1_hand_1.correct","JAJ.q1_hand_2.type","JAJ.q1_hand_2.item_id","JAJ.q1_hand_2.raw","JAJ.q1_hand_2.correct_answer","JAJ.q1_hand_2.correct","JAJ.q1_position.type","JAJ.q1_position.item_id","JAJ.q1_position.raw","JAJ.q1_position.correct_answer","JAJ.q1_position.correct","JAJ.q2_hand_1.type","JAJ.q2_hand_1.item_id","JAJ.q2_hand_1.raw","JAJ.q2_hand_1.correct_answer","JAJ.q2_hand_1.correct","JAJ.q2_hand_2.type","JAJ.q2_hand_2.item_id","JAJ.q2_hand_2.raw","JAJ.q2_hand_2.correct_answer","JAJ.q2_hand_2.correct","JAJ.q2_hand_3.type","JAJ.q2_hand_3.item_id","JAJ.q2_hand_3.raw","JAJ.q2_hand_3.correct_answer","JAJ.q2_hand_3.correct","JAJ.q2_hand_4.type","JAJ.q2_hand_4.item_id","JAJ.q2_hand_4.raw","JAJ.q2_hand_4.correct_answer","JAJ.q2_hand_4.correct","JAJ.q2_position.type","JAJ.q2_position.item_id","JAJ.q2_position.raw","JAJ.q2_position.correct_answer","JAJ.q2_position.correct","JAJ.q3_hand_1.type","JAJ.q3_hand_1.item_id","JAJ.q3_hand_1.raw","JAJ.q3_hand_1.correct_answer","JAJ.q3_hand_1.correct","JAJ.q3_hand_2.type","JAJ.q3_hand_2.item_id","JAJ.q3_hand_2.raw","JAJ.q3_hand_2.correct_answer","JAJ.q3_hand_2.correct","JAJ.q3_hand_3.type","JAJ.q3_hand_3.item_id","JAJ.q3_hand_3.raw","JAJ.q3_hand_3.correct_answer","JAJ.q3_hand_3.correct","JAJ.q3_hand_4.type","JAJ.q3_hand_4.item_id","JAJ.q3_hand_4.raw","JAJ.q3_hand_4.correct_answer","JAJ.q3_hand_4.correct","JAJ.q3_hand_5.type","JAJ.q3_hand_5.item_id","JAJ.q3_hand_5.raw","JAJ.q3_hand_5.correct_answer","JAJ.q3_hand_5.correct","JAJ.q3_position.type","JAJ.q3_position.item_id","JAJ.q3_position.raw","JAJ.q3_position.correct_answer","JAJ.q3_position.correct","JAJ.q4_hand_1.type","JAJ.q4_hand_1.item_id","JAJ.q4_hand_1.raw","JAJ.q4_hand_1.correct_answer","JAJ.q4_hand_1.correct","JAJ.q4_hand_2.type","JAJ.q4_hand_2.item_id","JAJ.q4_hand_2.raw","JAJ.q4_hand_2.correct_answer","JAJ.q4_hand_2.correct","JAJ.q4_hand_3.type","JAJ.q4_hand_3.item_id","JAJ.q4_hand_3.raw","JAJ.q4_hand_3.correct_answer","JAJ.q4_hand_3.correct","JAJ.q4_hand_4.type","JAJ.q4_hand_4.item_id","JAJ.q4_hand_4.raw","JAJ.q4_hand_4.correct_answer","JAJ.q4_hand_4.correct","JAJ.q4_hand_5.type","JAJ.q4_hand_5.item_id","JAJ.q4_hand_5.raw","JAJ.q4_hand_5.correct_answer","JAJ.q4_hand_5.correct","JAJ.q4_hand_6.type","JAJ.q4_hand_6.item_id","JAJ.q4_hand_6.raw","JAJ.q4_hand_6.correct_answer","JAJ.q4_hand_6.correct","JAJ.q4_hand_7.type","JAJ.q4_hand_7.item_id","JAJ.q4_hand_7.raw","JAJ.q4_hand_7.correct_answer","JAJ.q4_hand_7.correct","JAJ.q4_position.type","JAJ.q4_position.item_id","JAJ.q4_position.raw","JAJ.q4_position.correct_answer","JAJ.q4_position.correct","JAJ.q5_hand_1.type","JAJ.q5_hand_1.item_id","JAJ.q5_hand_1.raw","JAJ.q5_hand_1.correct_answer","JAJ.q5_hand_1.correct","JAJ.q5_hand_2.type","JAJ.q5_hand_2.item_id","JAJ.q5_hand_2.raw","JAJ.q5_hand_2.correct_answer","JAJ.q5_hand_2.correct","JAJ.q5_hand_3.type","JAJ.q5_hand_3.item_id","JAJ.q5_hand_3.raw","JAJ.q5_hand_3.correct_answer","JAJ.q5_hand_3.correct","JAJ.q5_hand_4.type","JAJ.q5_hand_4.item_id","JAJ.q5_hand_4.raw","JAJ.q5_hand_4.correct_answer","JAJ.q5_hand_4.correct","JAJ.q5_hand_5.type","JAJ.q5_hand_5.item_id","JAJ.q5_hand_5.raw","JAJ.q5_hand_5.correct_answer","JAJ.q5_hand_5.correct","JAJ.q5_hand_6.type","JAJ.q5_hand_6.item_id","JAJ.q5_hand_6.raw","JAJ.q5_hand_6.correct_answer","JAJ.q5_hand_6.correct","JAJ.q5_position.type","JAJ.q5_position.item_id","JAJ.q5_position.raw","JAJ.q5_position.correct_answer","JAJ.q5_position.correct","JAJ.q6_hand_1.type","JAJ.q6_hand_1.item_id","JAJ.q6_hand_1.raw","JAJ.q6_hand_1.correct_answer","JAJ.q6_hand_1.correct","JAJ.q6_hand_2.type","JAJ.q6_hand_2.item_id","JAJ.q6_hand_2.raw","JAJ.q6_hand_2.correct_answer","JAJ.q6_hand_2.correct","JAJ.q6_hand_3.type","JAJ.q6_hand_3.item_id","JAJ.q6_hand_3.raw","JAJ.q6_hand_3.correct_answer","JAJ.q6_hand_3.correct","JAJ.q6_hand_4.type","JAJ.q6_hand_4.item_id","JAJ.q6_hand_4.raw","JAJ.q6_hand_4.correct_answer","JAJ.q6_hand_4.correct","JAJ.q6_hand_5.type","JAJ.q6_hand_5.item_id","JAJ.q6_hand_5.raw","JAJ.q6_hand_5.correct_answer","JAJ.q6_hand_5.correct","JAJ.q6_hand_6.type","JAJ.q6_hand_6.item_id","JAJ.q6_hand_6.raw","JAJ.q6_hand_6.correct_answer","JAJ.q6_hand_6.correct","JAJ.q6_hand_7.type","JAJ.q6_hand_7.item_id","JAJ.q6_hand_7.raw","JAJ.q6_hand_7.correct_answer","JAJ.q6_hand_7.correct","JAJ.q6_position.type","JAJ.q6_position.item_id","JAJ.q6_position.raw","JAJ.q6_position.correct_answer","JAJ.q6_position.correct","JAJ.q7_hand_1.type","JAJ.q7_hand_1.item_id","JAJ.q7_hand_1.raw","JAJ.q7_hand_1.correct_answer","JAJ.q7_hand_1.correct","JAJ.q7_hand_2.type","JAJ.q7_hand_2.item_id","JAJ.q7_hand_2.raw","JAJ.q7_hand_2.correct_answer","JAJ.q7_hand_2.correct","JAJ.q7_hand_3.type","JAJ.q7_hand_3.item_id","JAJ.q7_hand_3.raw","JAJ.q7_hand_3.correct_answer","JAJ.q7_hand_3.correct","JAJ.q7_hand_4.type","JAJ.q7_hand_4.item_id","JAJ.q7_hand_4.raw","JAJ.q7_hand_4.correct_answer","JAJ.q7_hand_4.correct","JAJ.q7_hand_5.type","JAJ.q7_hand_5.item_id","JAJ.q7_hand_5.raw","JAJ.q7_hand_5.correct_answer","JAJ.q7_hand_5.correct","JAJ.q7_hand_6.type","JAJ.q7_hand_6.item_id","JAJ.q7_hand_6.raw","JAJ.q7_hand_6.correct_answer","JAJ.q7_hand_6.correct","JAJ.q7_hand_7.type","JAJ.q7_hand_7.item_id","JAJ.q7_hand_7.raw","JAJ.q7_hand_7.correct_answer","JAJ.q7_hand_7.correct","JAJ.q7_position.type","JAJ.q7_position.item_id","JAJ.q7_position.raw","JAJ.q7_position.correct_answer","JAJ.q7_position.correct","JAJ.q8_hand_1.type","JAJ.q8_hand_1.item_id","JAJ.q8_hand_1.raw","JAJ.q8_hand_1.correct_answer","JAJ.q8_hand_1.correct","JAJ.q8_hand_2.type","JAJ.q8_hand_2.item_id","JAJ.q8_hand_2.raw","JAJ.q8_hand_2.correct_answer","JAJ.q8_hand_2.correct","JAJ.q8_hand_3.type","JAJ.q8_hand_3.item_id","JAJ.q8_hand_3.raw","JAJ.q8_hand_3.correct_answer","JAJ.q8_hand_3.correct","JAJ.q8_hand_4.type","JAJ.q8_hand_4.item_id","JAJ.q8_hand_4.raw","JAJ.q8_hand_4.correct_answer","JAJ.q8_hand_4.correct","JAJ.q8_hand_5.type","JAJ.q8_hand_5.item_id","JAJ.q8_hand_5.raw","JAJ.q8_hand_5.correct_answer","JAJ.q8_hand_5.correct","JAJ.q8_hand_6.type","JAJ.q8_hand_6.item_id","JAJ.q8_hand_6.raw","JAJ.q8_hand_6.correct_answer","JAJ.q8_hand_6.correct","JAJ.q8_hand_7.type","JAJ.q8_hand_7.item_id","JAJ.q8_hand_7.raw","JAJ.q8_hand_7.correct_answer","JAJ.q8_hand_7.correct","JAJ.q8_hand_8.type","JAJ.q8_hand_8.item_id","JAJ.q8_hand_8.raw","JAJ.q8_hand_8.correct_answer","JAJ.q8_hand_8.correct","JAJ.q8_position.type","JAJ.q8_position.item_id","JAJ.q8_position.raw","JAJ.q8_position.correct_answer","JAJ.q8_position.correct","JAJ.ability","JAJ.ability_sem","JAJ.num_items","JAJ.q5_hand_7.type","JAJ.q5_hand_7.item_id","JAJ.q5_hand_7.raw","JAJ.q5_hand_7.correct_answer","JAJ.q5_hand_7.correct","JAJ.q5_hand_8.type","JAJ.q5_hand_8.item_id","JAJ.q5_hand_8.raw","JAJ.q5_hand_8.correct_answer","JAJ.q5_hand_8.correct","JAJ.q6_hand_8.type","JAJ.q6_hand_8.item_id","JAJ.q6_hand_8.raw","JAJ.q6_hand_8.correct_answer","JAJ.q6_hand_8.correct","JAJ.q6_hand_9.type","JAJ.q6_hand_9.item_id","JAJ.q6_hand_9.raw","JAJ.q6_hand_9.correct_answer","JAJ.q6_hand_9.correct","JAJ.q7_hand_8.type","JAJ.q7_hand_8.item_id","JAJ.q7_hand_8.raw","JAJ.q7_hand_8.correct_answer","JAJ.q7_hand_8.correct","JAJ.q8_hand_9.type","JAJ.q8_hand_9.item_id","JAJ.q8_hand_9.raw","JAJ.q8_hand_9.correct_answer","JAJ.q8_hand_9.correct","JAJ.q7_hand_9.type","JAJ.q7_hand_9.item_id","JAJ.q7_hand_9.raw","JAJ.q7_hand_9.correct_answer","JAJ.q7_hand_9.correct","JAJ.q7_hand_10.type","JAJ.q7_hand_10.item_id","JAJ.q7_hand_10.raw","JAJ.q7_hand_10.correct_answer","JAJ.q7_hand_10.correct","JAJ.q8_hand_10.type","JAJ.q8_hand_10.item_id","JAJ.q8_hand_10.raw","JAJ.q8_hand_10.correct_answer","JAJ.q8_hand_10.correct","JAJ.q8_hand_11.type","JAJ.q8_hand_11.item_id","JAJ.q8_hand_11.raw","JAJ.q8_hand_11.correct_answer","JAJ.q8_hand_11.correct"
"03061999",FALSE,TRUE,2025-10-29 10:27:05,2025-10-29 10:31:45,0,"de",NA,"5672",5672,TRUE,"2493",2493,TRUE,"89725",89725,TRUE,"37488",37648,FALSE,"685137",685137,TRUE,"819000",816249,FALSE,"824759",824759,TRUE,"240000",264758,FALSE,"7621439",7621439,TRUE,"1600000",3175826,FALSE,"9573720",9517372,FALSE,"9378000",9378418,FALSE,0.5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26032004",FALSE,TRUE,2025-10-29 10:41:24,2025-10-29 10:48:20,0,"de",NA,"5672",5672,TRUE,"2493",2493,TRUE,"89725",89725,TRUE,"37483",37648,FALSE,"685136",685137,FALSE,"816124",816249,FALSE,"824951",824759,FALSE,"264758",264758,TRUE,"7621439",7621439,TRUE,"3175826",3175826,TRUE,"9513720",9517372,FALSE,"9378418",9378418,TRUE,0.583333333333333,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"test2",FALSE,TRUE,2025-11-04 10:47:55,2025-11-04 10:48:32,0,"de",NA,"5241",5672,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"hand","31-rr","r","r",TRUE,"hand","31-rr","l","r",FALSE,"position","31-rr","65","31",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.342176543696038,0.998811331218922,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"test3",FALSE,TRUE,2025-11-04 10:49:20,2025-11-04 10:53:27,0,"de",NA,"2222",5672,FALSE,"5555",2493,FALSE,"55555",89725,FALSE,"55555",37648,FALSE,"632541",685137,FALSE,"666666",816249,FALSE,"666666",824759,FALSE,"666666",264758,FALSE,"6666666",7621439,FALSE,"5555555",3175826,FALSE,"5555555",9517372,FALSE,"5555555",9378418,FALSE,0,12,"hand","64-lr","l","l",TRUE,"hand","64-lr","l","r",FALSE,"position","64-lr","66","64",FALSE,"hand","5-l","l","l",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"position","5-l","5","5",TRUE,"hand","52-lr","l","l",TRUE,"hand","52-lr","l","r",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"position","52-lr","23","52",FALSE,"hand","2-r","l","r",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"position","2-r","6","2",FALSE,"hand","6-l","l","l",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"position","6-l","5","6",FALSE,"hand","3-r","l","r",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"position","3-r","6","3",FALSE,"hand","4-l","l","l",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"position","4-l","4","4",TRUE,"hand","62-lr","l","l",TRUE,"hand","62-lr","l","r",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"position","62-lr","54","62",FALSE,-0.940997920214058,0.365741987211369,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7863601",FALSE,TRUE,2025-11-04 11:28:09,2025-11-04 11:39:59,0,"de",NA,"5672",5672,TRUE,"2493",2493,TRUE,"89725",89725,TRUE,"37648",37648,TRUE,"800007",685137,FALSE,"816429",816249,FALSE,"824759",824759,TRUE,"264758",264758,TRUE,"7621439",7621439,TRUE,"3175826",3175826,TRUE,"9000372",9517372,FALSE,"9378417",9378418,FALSE,0.666666666666667,12,"hand","31-rr","r","r",TRUE,"hand","31-rr","r","r",TRUE,"position","31-rr","31","31",TRUE,"hand","6313-llrr","l","l",TRUE,"hand","6313-llrr","l","l",TRUE,"hand","6313-llrr","r","r",TRUE,"hand","6313-llrr","r","r",TRUE,"position","6313-llrr","6313","6313",TRUE,"hand","46364-rrlrr","r","r",TRUE,"hand","46364-rrlrr","r","r",TRUE,"hand","46364-rrlrr","l","l",TRUE,"hand","46364-rrlrr","r","r",TRUE,"hand","46364-rrlrr","r","r",TRUE,"position","46364-rrlrr","46364","46364",TRUE,"hand","4635346-rrrrlrr","r","r",TRUE,"hand","4635346-rrrrlrr","r","r",TRUE,"hand","4635346-rrrrlrr","r","r",TRUE,"hand","4635346-rrrrlrr","r","r",TRUE,"hand","4635346-rrrrlrr","l","l",TRUE,"hand","4635346-rrrrlrr","r","r",TRUE,"hand","4635346-rrrrlrr","r","r",TRUE,"position","4635346-rrrrlrr","4635346","4635346",TRUE,"hand","43434121-rrlrlllr","r","r",TRUE,"hand","43434121-rrlrlllr","r","r",TRUE,"hand","43434121-rrlrlllr","l","l",TRUE,"hand","43434121-rrlrlllr","r","r",TRUE,"hand","43434121-rrlrlllr","l","l",TRUE,"hand","43434121-rrlrlllr","l","l",TRUE,"position","43434121-rrlrlllr","43434121","43434121",TRUE,"hand","463512136-llllllrrr","l","l",TRUE,"hand","463512136-llllllrrr","l","l",TRUE,"hand","463512136-llllllrrr","l","l",TRUE,"hand","463512136-llllllrrr","l","l",TRUE,"hand","463512136-llllllrrr","l","l",TRUE,"hand","463512136-llllllrrr","l","l",TRUE,"hand","463512136-llllllrrr","r","r",TRUE,"position","463512136-llllllrrr","463512636","463512136",FALSE,"hand","31542435-rlrrlrll","r","r",TRUE,"hand","31542435-rlrrlrll","l","l",TRUE,"hand","31542435-rlrrlrll","r","r",TRUE,"hand","31542435-rlrrlrll","r","r",TRUE,"hand","31542435-rlrrlrll","l","l",TRUE,"hand","31542435-rlrrlrll","r","r",TRUE,"hand","31542435-rlrrlrll","l","l",TRUE,"position","31542435-rlrrlrll","34424555","31542435",FALSE,"hand","1436216-llrrrll","l","l",TRUE,"hand","1436216-llrrrll","l","l",TRUE,"hand","1436216-llrrrll","r","r",TRUE,"hand","1436216-llrrrll","r","r",TRUE,"hand","1436216-llrrrll","r","r",TRUE,"hand","1436216-llrrrll","l","l",TRUE,"hand","1436216-llrrrll","l","l",TRUE,NA,NA,NA,NA,NA,"position","1436216-llrrrll","1462165","1436216",FALSE,1.5191542080481,0.355563576207652,8,"hand","43434121-rrlrlllr","l","l",TRUE,"hand","43434121-rrlrlllr","r","r",TRUE,"hand","463512136-llllllrrr","r","r",TRUE,"hand","463512136-llllllrrr","r","r",TRUE,"hand","31542435-rlrrlrll","l","l",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
